#,Description,Alias,ShortAlias,Command,ShortCommand,Unknown0,Param,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5
314,"/허드(/hud) ""HUD 이름"" 보조명령어
지정한 HUD의 표시/비표시를 설정합니다.
>>HUD이름 일람
대상 정보 (TargetInfo, target)
대상 정보: HP 막대 (TargetInfo:HP)
대상 정보: 시전바 (TargetInfo:CastBar)
대상 정보: 강화 및 약화 상태 (TargetInfo:Status)
주시 대상 정보 (FocusTarget, focus)
파티 목록 (PartyList, party)
직업 HUD 1 (직업허드1, 잡허드1)
직업 HUD 2 (직업허드2, 잡허드2)
적대 목록 (EnemyList, enemy)
캐릭터 능력치 (MyParam, param)
미니맵 (Minimap, mmap)
주 메뉴 (MainMenu, mmenu)
통신 상태 (Serverinfo, server)
소지금 (돈, gil)
장비 및 소지품 (소지품, bag)
할 일 목록/임무 정보 (할일, todo)
아이템 상세 정보 (ItemHelp, item)
기술 상세 정보 (ActionHelp, action)
리미트 게이지 (리미트, limit)
경험치 정보 (경험치, exp)
강화 및 약화 상태 정보 (강화약화, buff)
강화 상태 (강화상태)
발동 상태 (발동상태)
약화 상태 (약화상태)
기타 상태 (기타상태)
연합 파티 목록 1 (연합1, alist1)
연합 파티 목록 2 (연합2, alist2)
단축바1~10 (Hotbar1~10)
보조 단축바 (HotbarEx)
십자 단축바 (Crosshotbar)
주요 퀘스트 가이드 (주요퀘스트)
고압 에테르 (고압에테르)
우주 개척: 행성 정보 (행성정보)
PvP: 전투 로그 (PvP로그)
크리스탈라인 컨플릭트: 진행도 (크컨진행도)
크리스탈라인 컨플릭트: 우리 팀 정보 (크컨우리팀)
크리스탈라인 컨플릭트: 적 팀 정보 (크컨적팀)
크리스탈라인 컨플릭트: 지도 (크컨지도)
전장: 투쟁심 (투쟁심)
전장: 점수 정보 (전장점수)
전장: 전황 정보 (전장전황)
경쟁의 날개: 중추 및 탑 내구도 (중추탑)
경쟁의 날개: 연합 파티 (날개연합)
경쟁의 날개: 간이역 정보 (간이역)
경쟁의 날개: 고블린 용병 정보 (고블린용병)
블런더빌: 목표 (블런더빌목표)
블런더빌: 달성 수 (블런더빌달성수)
블런더빌: 경기 상황 (블런더빌상황)
블런더빌: 경기 로그 (블런더빌로그)

>>보조명령어
켜기(on)
 …해당 HUD를 표시합니다.
끄기(off)
 …해당 HUD를 표시하지 않습니다.
※ 보조명령어 생략
 …해당 HUD의 표시/비표시를 전환합니다.

용례
/허드 ""통신 상태""
 …통신 상태의 표시/비표시를 전환합니다.",/허드,,/hud,,0,32,3,2,4,2,0
315,"/단축바 보조명령어
단축바 설정을 변경합니다. PvE 지역에서만 실행할 수 있습니다.
>>보조명령어
설정(set) ""기술 이름"" 단축바번호 칸번호
 …지정한 기술을 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다. 칸번호를 생략하면, 비어 있는 칸 중 번호가 가장 작은 칸에 등록합니다. 단축바번호와 칸번호를 모두 생략하면, 현재 비어 있는 칸 중에서 가장 작은 번호에 해당하는 단축바의 빈칸에 기술을 설정합니다. 단축바번호 대신 '현재', '이전', '다음'을 입력할 수도 있으며, 각각 현재 단축바, 현재-1번 단축바, 현재+1번 단축바에 설정을 시도합니다.
청마법(blueaction) ""청마법 이름"" 단축바번호 칸번호
 …지정한 청마법을 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다.
일반기술(general) ""일반 기술 이름"" 단축바번호 칸번호
 …'단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 일반 기술을 설정합니다.
아이템(item) ""아이템 이름"" 단축바번호 칸번호
 …지정한 아이템을 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다.
감정표현(emote) ""감정 표현 이름"" 단축바번호 칸번호
 …'단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 감정 표현을 설정합니다.
버디(buddy) ""버디 기술 이름"" 단축바번호 칸번호
 …'단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 버디 기술을 설정합니다.
소환수(pet) ""소환수 기술 이름"" 단축바번호 칸번호
 …지정한 소환수 기술을 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다.
꼬마친구(minion) ""꼬마 친구 이름"" 단축바번호 칸번호
 …'단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 꼬마 친구를 소환/소환 해제하는 기술을 설정합니다.
탈것(mount) ""탈것 이름"" 단축바번호 칸번호
 …'단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 지정한 탈것을 탑승/탑승 해제하는 기술을 설정합니다.
표식(marking) ""표식 이름"" 단축바번호 칸번호
 …지정한 표식을 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다.
지면표식(waymark) ""지면 표식 이름"" 단축바번호 칸번호
 …지정한 지면 표식을 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다.
변경(change) 번호
 …지정한 번호의 단축바 세트를 1번 단축바(또는 현재 단축바)로 표시합니다. 번호 대신 '이전', '다음'을 입력할 수도 있습니다.
복사(copy) 원본직업 원본단축바 복사본직업 복사본단축바
 …'원본직업'의 '원본단축바'번호에 해당하는 단축바 내용을 '복사본직업'의 '복사본단축바'에 복사합니다. 원본직업 또는 복사본직업을 '현재(current)'로 설정하면 현재 직업의 단축바를 대상으로 실행할 수 있으며, '공유(share)'로 설정하면 공유 단축바를 대상으로 실행합니다.
표시 번호 켜기(display 번호 on)
 …지정한 번호의 단축바를 표시합니다.
표시 번호 끄기(display 번호 off)
 …지정한 번호의 단축바를 표시하지 않습니다.
표시(display) 번호
 …지정한 번호의 단축바 표시/비표시를 전환합니다.
공유 번호 켜기(share 번호 on)
 …지정한 번호의 단축바를 공유 단축바로 전환합니다.
공유 번호 끄기(share 번호 off)
 …지정한 번호의 단축바를 공유 단축바에서 현재 직업의 단축바로 전환합니다.
공유(share) 번호
 …지정한 번호의 단축바를 현재 직업 단축바⇔공유 단축바로 전환합니다.
삭제(remove) 단축바번호 칸번호
 …해당 단축바의 해당 칸의 설정 내용을 삭제하고 빈칸으로 만듭니다. 칸번호를 ""모두(all)""로 지정하면 해당 단축바의 모든 칸을 삭제하여 빈 단축바가 됩니다.

용례
/단축바 설정 ""탈것 무작위 호출"" 1 1
 …1번 단축바 1번 칸에 '탈것 무작위 호출'을 설정합니다.
/단축바 변경 2
 …1번 단축바에 2번 단축바 세트의 내용을 표시합니다.",/단축바,,/hotbar,,0,36,6,3,2,3,7
316,"/십자단축바(/십자바) 보조명령어
십자 단축바 설정을 변경합니다. PvE 지역에서만 실행할 수 있습니다.
>>보조명령어
설정(set) ""기술 이름"" 단축바번호 칸번호
 …지정한 기술을 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다. 단축바번호 대신 '현재', '이전', '다음'을 입력할 수도 있으며, 각각 현재 단축바, 현재-1번 단축바, 현재+1번 단축바에 설정을 시도합니다.
청마법(blueaction) ""청마법 이름"" 단축바번호 칸번호
 …지정한 청마법을 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다.
일반기술(general) ""일반 기술 이름"" 단축바번호 칸번호
 …'단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 일반 기술을 설정합니다.
item ""아이템 이름"" 단축바번호 칸번호
 …지정한 아이템을 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다.
감정표현(emote) ""감정 표현 이름"" 단축바번호 칸번호
 …'단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 감정 표현을 설정합니다.
버디(buddy) ""버디 기술 이름"" 단축바번호 칸번호
 …'단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 버디 기술을 설정합니다.
소환수(pet) ""소환수 기술 이름"" 단축바번호 칸번호
 …지정한 소환수 기술을 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다.
꼬마친구(minion) ""꼬마 친구 이름"" 단축바번호 칸번호
 …'단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 꼬마 친구를 소환/소환 해제하는 기술을 설정합니다.
탈것(mount) ""탈것 이름"" 단축바번호 칸번호
 …'단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 지정한 탈것을 탑승/탑승 해제하는 기술을 설정합니다.
표식(marking) ""표식 이름"" 단축바번호 칸번호
 …지정한 표식을 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다.
지면표식(waymark) ""지면 표식 이름"" 단축바번호 칸번호
 …지정한 지면 표식을 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다.
변경(change) 번호
 …지정한 번호의 단축바 세트를 1번 단축바(현재 단축바)로 표시합니다. 번호 대신 '이전', '다음'을 입력할 수도 있습니다.
복사(copy) 원본직업 원본단축바 복사본직업 복사본단축바
 …'원본직업'의 '원본단축바'번호에 해당하는 단축바 내용을 '복사본직업'의 '복사본단축바'에 복사합니다. 원본직업 또는 복사본직업을 '현재(current)'로 설정하면 현재 직업의 단축바를 대상으로 실행할 수 있으며, '공유(share)'로 설정하면 공유 단축바를 대상으로 실행합니다.
공유 번호 켜기(share 번호 on)
 …지정한 번호의 단축바를 공유 단축바로 전환합니다.
공유 번호 끄기(share 번호 off)
 …지정한 번호의 단축바를 공유 단축바에서 현재 직업의 단축바로 전환합니다.
공유(share) 번호
 …지정한 번호의 단축바를 현재 직업 단축바⇔공유 단축바로 전환합니다.
삭제(remove) 단축바번호 칸번호
 …해당 단축바의 해당 칸의 설정 내용을 삭제하고 빈칸으로 만듭니다. 칸번호를 '모두(all)'로 지정하면 해당 단축바의 모든 칸을 삭제하여 빈 단축바가 됩니다.
>>십자 단축바의 칸번호
+ … LDL(LD1)  + … RDL(RD1)
+ … LDU(LD2)  + … RDU(RD2)
+ … LDR(LD3)  + … RDR(RD3)
+ … LDD(LD4)  + … RDD(RD4)
+ … LAL(LA1)  + … RAL(RA1)
+ … LAU(LA2)  + … RAU(RA2)
+ … LAR(LA3)  + … RAR(RA3)
+ … LAD(LA4)  + … RAD(RA4)",/십자단축바,/십자바,/crosshotbar,/chotbar,0,36,6,3,2,3,7
317,"/배열초기화
현재 HUD 배열과 투명도를 초기 상태로 되돌립니다.",/배열초기화,,/hudreset,,0,32,1,0,0,0,0
318,"/모든창초기화
모든 HUD 배열(1~4) 및 창의 위치와 크기, 투명도를 초기 상태로 되돌립니다.",/모든창초기화,,/uireset,,0,32,1,0,0,0,0
319,"/창크기 보조명령어
현재 배열의 HUD 및 창 크기를 변경합니다.
>>보조명령어
숫자
 …지정한 숫자의 %로 크기를 변경합니다. 숫자는 60, 80, 90, 100, 110, 120, 140 중에서 선택할 수 있습니다.
초기화(reset)
 …HUD 및 창 크기를 초기 상태로 되돌립니다.

용례
/창크기 140
 …HUD 및 창 크기를 140%로 변경합니다.
/창크기 초기화
 …HUD 및 창 크기를 초기 상태로 되돌립니다.",/창크기,,/uiscale,,0,32,2,1,0,0,0
320,"/기술오류 보조명령어
캐릭터 설정 '기술 실행 시 기타 오류 메시지 표시하기' 기능을 켜거나 끕니다.
>>보조명령어
켜기(on) 
 …기능을 켭니다.
끄기(off) 
 …기능을 끕니다.
※ 보조명령어 생략
 …기능 켜기/끄기를 전환합니다.",/기술오류,,/actionerror,/aerror,0,36,2,1,2,0,0
321,"/재시전오류 보조명령어
캐릭터 설정 '기술 실행 시 재사용 오류 메시지 표시' 기능을 켜거나 끕니다.
>>보조명령어
켜기(on) 
 …기능을 켭니다.
끄기(off) 
 …기능을 끕니다.
※ 보조명령어 생략
 …기능 켜기/끄기를 전환합니다.",/재시전오류,,/recasterror,/rerror,0,36,2,1,2,0,0
322,"/이벤트초기화
오프라인 행사용 명령어.
게임 내 설정을 오프라인 행사용으로 초기화합니다.",/이벤트초기화,,//eventReset,,0,32,1,0,0,0,0
323,"/십자단축바조작(/십자조작) 보조명령어
캐릭터 설정 메뉴 중 '십자 단축바 조작 방식'을 설정합니다.
>>보조명령어
홀드(hold)
 …조작 방식을 홀드로 설정합니다.
토글(toggle)
 …조작 방식을 토글로 설정합니다.
혼합(mix)
 …조작 방식을 혼합형으로 설정합니다.",/십자단축바조작,/십자조작,/crosshotbartype,/chotbartype,0,36,2,1,2,0,0
324,"/십자단축바표시 보조명령어
캐릭터 설정 메뉴 중 '십자 단축바 항상 표시' 기능을 제어합니다.
>>보조명령어
켜기(on)
 …기능을 켭니다.
끄기(off)
 …기능을 끕니다.
※ 보조명령어 생략
 …기능 켜기/끄기를 전환합니다.",/십자단축바표시,,/crosshotbardisplay,/chotbardisplay,0,36,2,1,2,0,0
325,"/대인단축바 보조명령어
PvP 전용 단축바 설정을 변경합니다. PvP 지역에서만 실행할 수 있습니다.
>>보조명령어
설정(set) ""PvP 기술 이름"" 단축바번호 칸번호
　…지정한 PvP 기술을 지정한 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다. 단축바번호에 '현재'를 지정한 경우, 현재 단축바 1에 설정합니다. 칸번호를 생략할 경우, 가장 작은 번호의 빈 칸에 설정합니다. 단축바번호, 칸번호를 생략한 경우, 가장 작은 번호의 단축바의 가장 작은 숫자의 빈 칸에 설정됩니다.
일반기술(general) ""일반 기술 이름"" 단축바번호 칸번호
　…지정한 일반 기술을 지정한 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다. 단축바번호와 칸번호의 지정 방법은 '설정'과 동일합니다.
아이템(item) ""아이템 이름"" 단축바번호 칸번호
　…지정한 아이템을 지정한 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다. 단축바번호와 칸번호의 지정 방법은 '설정'과 동일합니다.
감정표현(emote) ""감정 표현 이름"" 단축바번호 칸번호
　…지정한 감정 표현을 지정한 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다. 단축바번호와 칸번호의 지정 방법은 '설정'과 동일합니다.
버디기술(buddy) ""버디 기술 이름"" 단축바번호 칸번호
　…지정한 버디 기술을 지정한 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다. 단축바번호와 칸번호의 지정 방법은 '설정'과 동일합니다.
소환수기술(pet) ""소환수 기술 이름"" 단축바번호 칸번호
　…지정한 소환수 기술을 지정한 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다. 단축바번호와 칸번호의 지정 방법은 '설정'과 동일합니다.
꼬마친구(minion) ""꼬마 친구 이름"" 단축바번호 칸번호
　…지정한 꼬마친구를 지정한 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다. 단축바번호와 칸번호의 지정 방법은 '설정'과 동일합니다.
탈것(mount) ""탈것 이름"" 단축바번호 칸번호
　…지정한 탈것을 지정한 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다. 단축바번호와 칸번호의 지정 방법은 '설정'과 동일합니다.
표식(marking) ""표식 이름"" 단축바번호 칸번호
　…지정한 표식을 지정한 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다. 단축바번호와 칸번호의 지정 방법은 '설정'과 동일합니다.
지면표식(waymark) ""지면 표식 이름"" 단축바번호 칸번호
　…지정한 지면 표식을 지정한 '단축바번호'에 해당하는 단축바의 '칸번호'에 해당하는 칸에 설정합니다. 단축바번호와 칸번호의 지정 방법은 '설정'과 동일합니다.
변경(change) 번호
　…지정한 번호의 단축바 세트를 1번 단축바로 표시합니다. 번호 대신 '이전', '다음'을 입력한 경우, 현재 단축바 1에 표시되어 있는 단축바 세트의 이전 혹은 다음 세트를 표시합니다.
복사(copy) 원본직업 원본단축바 복사본직업 복사본단축바
　…'원본직업'의 '원본단축바'번호에 해당하는 단축바 내용을 '복사본직업'의 '복사본단축바'에 복사합니다. 원본직업 또는 복사본직업을 '현재(current)'로 설정하면 현재 직업의 단축바를 대상으로 실행할 수 있으며, '공유(share)'로 설정하면 공유 단축바를 대상으로 실행합니다.
표시 번호 켜기(display 번호 on)
　…지정한 번호의 단축바를 표시합니다.
표시 번호 끄기(display 번호 off)
　…지정한 번호의 단축바를 표시하지 않습니다.
표시(display) 번호
　…지정한 번호의 단축바 표시/비표시를 전환합니다.
공유 번호 켜기(share 번호 on)
　…지정한 번호의 단축바를 공유 단축바로 전환합니다.
공유 번호 끄기(share 번호 off)
　…지정한 번호의 단축바를 공유 단축바에서 현재 직업의 단축바로 전환합니다.
공유(share) 번호
　…지정한 번호의 단축바를 현재 직업 단축바⇔공유 단축바로 전환합니다.
삭제(remove) 단축바번호 칸번호
　…해당 단축바의 해당 칸의 설정 내용을 삭제하고 빈칸으로 만듭니다. 칸번호를 ""모두(all)""로 지정하면 해당 단축바의 모든 칸을 삭제하여 빈 단축바가 됩니다.

용례
/대인단축바 설정 ""정화"" 1 1 
　…1번 단축바의 1번 칸에 '정화'를 설정합니다.
/대인단축바 변경 2
　…1번 단축바에 2번 단축바 세트의 내용을 표시합니다.",/대인단축바,,/pvphotbar,,0,36,6,3,2,16,7
